[-0.03016464 -0.18905563  0.22868558]
[ 0.00430785 -0.15758686  0.18861707]
[-0.01970219 -0.15299962  0.22284545]
[ 0.01860818 -0.15454122  0.20193033]
[-0.0112939  -0.18264613  0.24755858]
[-0.00278288 -0.16384978  0.24620344]
[-0.01934372 -0.19323083  0.18891843]
[-0.01911533 -0.19302658  0.1889399 ]
[-0.01909105 -0.19301682  0.18895896]
[-0.01908465 -0.19301433  0.18896383]
