[-0.03051021 -0.18968222  0.22878178]
[-0.02027751 -0.15290827  0.22326274]
[ 0.01815754 -0.15299386  0.20332815]
[-0.01174391 -0.18286834  0.24769342]
[-0.00302156 -0.16279017  0.24545641]
[-0.01973253 -0.19349299  0.18921359]
[-0.00306047 -0.16286733  0.24555535]
[-0.01968342 -0.19340223  0.18920459]
[-0.01921879 -0.19296409  0.18911818]
[-0.01901304 -0.19293337  0.18914472]
