[-0.02216357 -0.15823246  0.19976164]
[-0.00700407 -0.16074481  0.24356357]
[-0.00237935 -0.14799128  0.20123806]
[ 0.01988189 -0.16873322  0.2413206 ]
[-0.03459383 -0.18635927  0.21534321]
[-0.03459763 -0.18638801  0.21533813]
[-0.03458657 -0.18656636  0.21527307]
[-0.03449287 -0.18716885  0.21494363]
[-0.03431542 -0.18766674  0.21451981]
