[-0.00485849 -0.19257416  0.24744831]
[-0.02100818 -0.15895218  0.19660084]
[-0.00759135 -0.16177298  0.24384907]
[-0.00220211 -0.14881212  0.20085793]
[ 0.01950858 -0.19265407  0.24136686]
[ 0.02143001 -0.17015954  0.24083677]
[-0.03024355 -0.19796151  0.21436361]
[ 0.01950799 -0.19265193  0.24136312]
[ 0.02142581 -0.17015428  0.24083234]
[ 0.02142831 -0.17015882  0.24083513]
