[-0.03050019 -0.18966429  0.22878028]
[-0.0203144  -0.15291689  0.22318817]
[ 0.01817831 -0.15299294  0.20331704]
[-0.01173687 -0.18286152  0.24768013]
[-0.00310821 -0.16279338  0.24544876]
[-0.01970636 -0.19357122  0.18919004]
[-0.00313485 -0.16284776  0.24551857]
[-0.01967087 -0.19350677  0.18918302]
[-0.01913834 -0.19299404  0.1890722 ]
[-0.01897819 -0.19297132  0.18909077]
