[-0.03012571 -0.18899128  0.22868131]
[ 0.00436419 -0.15794241  0.18832335]
[-0.01968547 -0.15300739  0.22267993]
[ 0.01853226 -0.15445095  0.20184171]
[-0.01128523 -0.18262042  0.24748216]
[-0.00306262 -0.16398924  0.24625215]
[-0.01932198 -0.19324855  0.18886744]
[-0.01905338 -0.19302167  0.18894435]
[-0.01898356 -0.1929984   0.18898823]
