[-0.03030285 -0.18930048  0.22872224]
[ 0.00401075 -0.1557598   0.18977121]
[-0.01981837 -0.15295594  0.22317651]
[ 0.01848948 -0.15429739  0.2022902 ]
[-0.01145449 -0.18273484  0.24763552]
[-0.00276465 -0.16353007  0.24602505]
[-0.01949069 -0.19328595  0.18904412]
[-0.0204992  -0.18396434  0.18665366]
[-0.00300509 -0.16363382  0.24607473]
[-0.01942369 -0.19320582  0.18899443]
