[-0.02210509 -0.15757633  0.20024028]
[-0.00722561 -0.16055863  0.24322447]
[-0.00271456 -0.14845733  0.20076873]
[ 0.01803326 -0.19292937  0.24191429]
[ 0.02083365 -0.17121987  0.24141955]
[-0.03022634 -0.19810838  0.21461857]
[-0.03415275 -0.18822571  0.21470467]
[-0.03414754 -0.18826209  0.21470446]
[-0.03428014 -0.18811707  0.21431376]
