[-0.02229056 -0.15811715  0.20003161]
[-0.00722367 -0.16066575  0.24331409]
[-0.00270086 -0.14842324  0.20082966]
[ 0.01805726 -0.19292001  0.24185384]
[ 0.02090308 -0.17136148  0.24141811]
[-0.03025446 -0.19806627  0.21471181]
[-0.03415941 -0.18834938  0.21464827]
[-0.03415862 -0.18835779  0.21464848]
[-0.03415534 -0.18840145  0.21464971]
[-0.03412972 -0.1887426   0.21465991]
