[-0.03016211 -0.18905174  0.22868581]
[ 0.00431404 -0.15762005  0.18858547]
[-0.01972934 -0.15300888  0.22285513]
[ 0.01858569 -0.15448343  0.20193567]
[-0.01129525 -0.18264541  0.24754771]
[-0.00279297 -0.16386892  0.24620855]
[-0.01934377 -0.19323506  0.1889138 ]
[-0.01910932 -0.19302346  0.18894618]
[-0.01908778 -0.19301493  0.18896284]
[-0.01908454 -0.19301369  0.18896527]
