[-0.02212489 -0.15769246  0.19990214]
[-0.00733059 -0.16055568  0.24317343]
[-0.00282855 -0.14871047  0.20068721]
[ 0.01806638 -0.1929225   0.24189982]
[ 0.02078567 -0.17101611  0.24133064]
[-0.03438823 -0.18744441  0.21537924]
[-0.03409368 -0.18860281  0.21377486]
[-0.03409762 -0.18877763  0.21365324]
[-0.03426783 -0.18806014  0.21327394]
