[-0.02216932 -0.15788533  0.20019059]
[-0.00255454 -0.14789233  0.20158377]
[ 0.01812995 -0.19288198  0.24196979]
[ 0.02076384 -0.17095577  0.24143492]
[-0.03026644 -0.19801152  0.21487283]
[-0.03416009 -0.18815386  0.21515416]
[-0.03415698 -0.18815889  0.21515666]
[-0.03415545 -0.18816041  0.21515812]
[-0.03415371 -0.18818654  0.21516647]
[-0.03431515 -0.18786837  0.21463987]
