[-0.03031373 -0.18931995  0.22872503]
[-0.01970855 -0.1529065   0.2230387 ]
[ 0.01851944 -0.15448139  0.20229628]
[-0.01147305 -0.18273497  0.2476526 ]
[-0.00297365 -0.163395    0.24594006]
[-0.01959375 -0.19343004  0.18908793]
[-0.01951668 -0.19334474  0.1890302 ]
[-0.01945293 -0.1932543   0.18899069]
[-0.01944071 -0.19323544  0.18898441]
[-0.01912603 -0.19297647  0.18902565]
[-0.01911921 -0.19297442  0.18902913]
