[-0.02025031 -0.19379294  0.18967178]
[-0.02017902 -0.19385832  0.18964483]
[-0.01977847 -0.19384961  0.18937588]
[-0.01973311 -0.19382568  0.18933037]
[-0.01953907 -0.19376806  0.18909471]
[-0.00320688 -0.16284269  0.24542617]
[-0.01963283 -0.19369511  0.18913631]
[-0.01967052 -0.19369446  0.18915603]
[-0.01901694 -0.19304426  0.18898061]
[-0.01889238 -0.19304327  0.18896584]
