[-0.00801841  0.05915865  0.22673702]
[-0.01138208  0.06484115  0.22953076]
[-0.01138208  0.06484115  0.22953076]
[-0.01138208  0.06484115  0.22953076]
[-0.01138208  0.06484115  0.22953076]
[-0.01138208  0.06484115  0.22953076]
[-0.01138208  0.06484115  0.22953076]
[-0.01138208  0.06484115  0.22953076]
[-0.01138208  0.06484115  0.22953076]
[-0.01138208  0.06484115  0.22953076]
[-0.00231627  0.08419425  0.23269544]
[-0.01712407  0.06435703  0.22490285]
[-0.00153226  0.08436571  0.22897302]
[-0.01695075  0.06626599  0.22153264]
[-0.0017331   0.08297022  0.23010272]
[-0.01932013  0.06701961  0.22124597]
[-0.00079854  0.08168247  0.23223085]
[-0.02290441  0.06741705  0.22175875]
[-0.00078731  0.08034704  0.23484415]
[-0.02464871  0.06770095  0.22184545]
[-0.00078731  0.08034704  0.23484415]
[-0.02464871  0.06770095  0.22184545]
[-0.00078731  0.08034704  0.23484415]
[-0.02464871  0.06770095  0.22184545]
[0.01391677 0.09416191 0.22876169]
[-0.00867515  0.10575056  0.18233018]
[0.01360184 0.09402413 0.22837662]
[-0.00714822  0.10398509  0.18158385]
[0.01299786 0.09282127 0.22993689]
[-0.00306616  0.10490385  0.18152944]
[-0.03438463  0.08413327  0.20335811]
[-0.0346644   0.08362282  0.20361456]
[-0.03420503  0.08448413  0.20313131]
[-0.0346644   0.08362282  0.20361456]
[-0.0346644   0.08362282  0.20361456]
[-0.0346644   0.08362282  0.20361456]
[-0.00096441  0.11432749  0.19940949]
[0.01729109 0.10807577 0.18776138]
[0.01112619 0.07821533 0.23226324]
[0.01513523 0.10591616 0.1837    ]
[0.01595069 0.10584309 0.18520937]
[0.01235811 0.07726056 0.230902  ]
[0.01971565 0.09054918 0.22644132]
[-0.03387769  0.07950812  0.19557381]
[-0.03284276  0.08832793  0.19084498]
[0.01394404 0.07679596 0.2314934 ]
[-0.03354146  0.07976588  0.19665255]
[-0.03257929  0.08916463  0.19171194]
[-0.03239222  0.08855843  0.19080229]
[-0.03395785  0.07952757  0.19798346]
[-0.03296955  0.08974124  0.19250726]
[-0.03276556  0.08946341  0.19217223]
[-0.03239222  0.08855843  0.19080229]
[0.01545943 0.07595387 0.23115628]
[-0.03296955  0.08974124  0.19250726]
[-0.03276556  0.08946341  0.19217223]
[-0.03239222  0.08855843  0.19080229]
[0.01560349 0.07445926 0.23088245]
[-0.03296955  0.08974124  0.19250726]
[-0.03276556  0.08946341  0.19217223]
[-0.03239222  0.08855843  0.19080229]
[6.79604335e-05 7.04752486e-02 2.33614792e-01]
[0.01642224 0.0735419  0.23049092]
